Disease,Symptom 1,Symptom 2,Symptom 3,Symptom 4,Symptom 5,Symptom 6,Symptom 7,Symptom 8,Symptom 9,Symptom 10,Symptom 11,Symptom 12,Symptom 13,Symptom 14,Symptom 15,Symptom 16,Symptom 17,Symptom 18,Symptom 19,Symptom 20,Symptom 21,Symptom 22,Symptom 23,Symptom 24,Symptom 25,Symptom 26,Symptom 27,Symptom 28
(vertigo) paroymsal positional vertigo,Vomiting,Headache,Nausea,Spinning movements,Unsteadiness,,,,,,,,,,,,,,,,,,,,,,,
(vertigo) paroymsal positional vertigo,Vomiting,Headache,Nausea,Spinning movements,Loss of balance,,,,,,,,,,,,,,,,,,,,,,,
(vertigo) paroymsal positional vertigo,Vomiting,Headache,Nausea,Spinning movements,Loss of balance,Unsteadiness,,,,,,,,,,,,,,,,,,,,,,
(vertigo) paroymsal positional vertigo,Vomiting,Headache,Nausea,Loss of balance,Unsteadiness,,,,,,,,,,,,,,,,,,,,,,,
Acne,Skin rash,Pus filled pimples,Blackheads,Scurring,,,,,,,,,,,,,,,,,,,,,,,,
Acne,Skin rash,Pus filled pimples,Blackheads,Scurring,,,,,,,,,,,,,,,,,,,,,,,,
Acne,Pus filled pimples,Blackheads,Scurring,,,,,,,,,,,,,,,,,,,,,,,,,
Acne,Skin rash,Blackheads,Scurring,,,,,,,,,,,,,,,,,,,,,,,,,
Acne,Skin rash,Pus filled pimples,Scurring,,,,,,,,,,,,,,,,,,,,,,,,,
Acne,Skin rash,Pus filled pimples,Blackheads,,,,,,,,,,,,,,,,,,,,,,,,,
Acne,Skin rash,Pus filled pimples,Blackheads,Scurring,,,,,,,,,,,,,,,,,,,,,,,,
Acne,Skin rash,Pus filled pimples,Blackheads,,,,,,,,,,,,,,,,,,,,,,,,,
Acne,Skin rash,Pus filled pimples,Scurring,,,,,,,,,,,,,,,,,,,,,,,,,
Acne,Skin rash,Blackheads,Scurring,,,,,,,,,,,,,,,,,,,,,,,,,
Urinary tract infection,Burning micturition,Bladder discomfort,Foul smell of urine,Continuous feel of urine,,,,,,,,,,,,,,,,,,,,,,,,
Urinary tract infection,Burning micturition,Bladder discomfort,Foul smell of urine,Continuous feel of urine,,,,,,,,,,,,,,,,,,,,,,,,
Urinary tract infection,Bladder discomfort,Foul smell of urine,Continuous feel of urine,,,,,,,,,,,,,,,,,,,,,,,,,
Urinary tract infection,Burning micturition,Foul smell of urine,Continuous feel of urine,,,,,,,,,,,,,,,,,,,,,,,,,
Urinary tract infection,Burning micturition,Bladder discomfort,Continuous feel of urine,,,,,,,,,,,,,,,,,,,,,,,,,
Urinary tract infection,Burning micturition,Bladder discomfort,Foul smell of urine,,,,,,,,,,,,,,,,,,,,,,,,,
Urinary tract infection,Burning micturition,Bladder discomfort,Foul smell of urine,Continuous feel of urine,,,,,,,,,,,,,,,,,,,,,,,,
Urinary tract infection,Burning micturition,Bladder discomfort,Continuous feel of urine,,,,,,,,,,,,,,,,,,,,,,,,,
Urinary tract infection,Bladder discomfort,Foul smell of urine,Continuous feel of urine,,,,,,,,,,,,,,,,,,,,,,,,,
Urinary tract infection,Burning micturition,Bladder discomfort,Continuous feel of urine,,,,,,,,,,,,,,,,,,,,,,,,,
Psoriasis,Skin rash,Joint pain,Skin peeling,Silver like dusting,Small dents in nails,Inflammatory nails,,,,,,,,,,,,,,,,,,,,,,
Psoriasis,Skin rash,Joint pain,Skin peeling,Silver like dusting,Small dents in nails,Inflammatory nails,,,,,,,,,,,,,,,,,,,,,,
Psoriasis,Joint pain,Skin peeling,Silver like dusting,Small dents in nails,Inflammatory nails,,,,,,,,,,,,,,,,,,,,,,,
Psoriasis,Skin rash,Skin peeling,Silver like dusting,Small dents in nails,Inflammatory nails,,,,,,,,,,,,,,,,,,,,,,,
Psoriasis,Skin rash,Joint pain,Silver like dusting,Small dents in nails,Inflammatory nails,,,,,,,,,,,,,,,,,,,,,,,
Psoriasis,Skin rash,Joint pain,Skin peeling,Small dents in nails,Inflammatory nails,,,,,,,,,,,,,,,,,,,,,,,
Psoriasis,Skin rash,Joint pain,Skin peeling,Silver like dusting,Inflammatory nails,,,,,,,,,,,,,,,,,,,,,,,
Psoriasis,Skin rash,Joint pain,Skin peeling,Silver like dusting,Small dents in nails,,,,,,,,,,,,,,,,,,,,,,,
Psoriasis,Skin rash,Joint pain,Skin peeling,Silver like dusting,Small dents in nails,Inflammatory nails,,,,,,,,,,,,,,,,,,,,,,
Psoriasis,Skin rash,Joint pain,Skin peeling,Silver like dusting,Small dents in nails,Inflammatory nails,,,,,,,,,,,,,,,,,,,,,,
Impetigo,Skin rash,High fever,Blister,Red sore around nose,Yellow crust ooze,,,,,,,,,,,,,,,,,,,,,,,
Impetigo,Skin rash,High fever,Blister,Red sore around nose,Yellow crust ooze,,,,,,,,,,,,,,,,,,,,,,,
Impetigo,High fever,Blister,Red sore around nose,Yellow crust ooze,,,,,,,,,,,,,,,,,,,,,,,,
Impetigo,Skin rash,Blister,Red sore around nose,Yellow crust ooze,,,,,,,,,,,,,,,,,,,,,,,,
Impetigo,Skin rash,Blister,Red sore around nose,Yellow crust ooze,,,,,,,,,,,,,,,,,,,,,,,,
Impetigo,Skin rash,High fever,Red sore around nose,Yellow crust ooze,,,,,,,,,,,,,,,,,,,,,,,,
Impetigo,Skin rash,High fever,Blister,Yellow crust ooze,,,,,,,,,,,,,,,,,,,,,,,,
Impetigo,Skin rash,High fever,Blister,Red sore around nose,,,,,,,,,,,,,,,,,,,,,,,,
Impetigo,Skin rash,High fever,Blister,Red sore around nose,Yellow crust ooze,,,,,,,,,,,,,,,,,,,,,,,
Impetigo,Skin rash,Blister,Red sore around nose,Yellow crust ooze,,,,,,,,,,,,,,,,,,,,,,,,
Fungal infection,Itching,Skin rash,Nodal skin eruptions,Dischromic patches,,,,,,,,,,,,,,,,,,,,,,,,
Fungal infection,Skin rash,Nodal skin eruptions,Dischromic patches,,,,,,,,,,,,,,,,,,,,,,,,,
Fungal infection,Itching,Nodal skin eruptions,Dischromic patches,,,,,,,,,,,,,,,,,,,,,,,,,
Fungal infection,Itching,Skin rash,Dischromic patches,,,,,,,,,,,,,,,,,,,,,,,,,
Fungal infection,Itching,Skin rash,Nodal skin eruptions,,,,,,,,,,,,,,,,,,,,,,,,,
Fungal infection,Skin rash,Nodal skin eruptions,Dischromic patches,,,,,,,,,,,,,,,,,,,,,,,,,
Fungal infection,Itching,Nodal skin eruptions,Dischromic patches,,,,,,,,,,,,,,,,,,,,,,,,,
Fungal infection,Itching,Skin rash,Dischromic patches,,,,,,,,,,,,,,,,,,,,,,,,,
Fungal infection,Itching,Skin rash,Nodal skin eruptions,,,,,,,,,,,,,,,,,,,,,,,,,
Fungal infection,Itching,Skin rash,Nodal skin eruptions,Dischromic patches,,,,,,,,,,,,,,,,,,,,,,,,
Allergy,Continuous sneezing,Shivering,Chills,Watering from eyes,,,,,,,,,,,,,,,,,,,,,,,,
Allergy,Shivering,Chills,Watering from eyes,,,,,,,,,,,,,,,,,,,,,,,,,
Allergy,Continuous sneezing,Chills,Watering from eyes,,,,,,,,,,,,,,,,,,,,,,,,,
Allergy,Continuous sneezing,Shivering,Watering from eyes,,,,,,,,,,,,,,,,,,,,,,,,,
Allergy,Continuous sneezing,Shivering,Chills,,,,,,,,,,,,,,,,,,,,,,,,,
Allergy,Shivering,Chills,Watering from eyes,,,,,,,,,,,,,,,,,,,,,,,,,
Allergy,Continuous sneezing,Chills,Watering from eyes,,,,,,,,,,,,,,,,,,,,,,,,,
Allergy,Continuous sneezing,Shivering,Watering from eyes,,,,,,,,,,,,,,,,,,,,,,,,,
Allergy,Continuous sneezing,Shivering,Chills,,,,,,,,,,,,,,,,,,,,,,,,,
Allergy,Continuous sneezing,Shivering,Chills,Watering from eyes,,,,,,,,,,,,,,,,,,,,,,,,
Gerd,Stomach pain,Acidity,Ulcers on tongue,Vomiting,Cough,Chest pain,,,,,,,,,,,,,,,,,,,,,,
Gerd,Stomach pain,Ulcers on tongue,Vomiting,Cough,Chest pain,,,,,,,,,,,,,,,,,,,,,,,
Gerd,Stomach pain,Acidity,Vomiting,Cough,Chest pain,,,,,,,,,,,,,,,,,,,,,,,
Gerd,Stomach pain,Acidity,Ulcers on tongue,Cough,Chest pain,,,,,,,,,,,,,,,,,,,,,,,
Gerd,Stomach pain,Acidity,Ulcers on tongue,Vomiting,Chest pain,,,,,,,,,,,,,,,,,,,,,,,
Gerd,Stomach pain,Acidity,Ulcers on tongue,Vomiting,Cough,,,,,,,,,,,,,,,,,,,,,,,
Gerd,Acidity,Ulcers on tongue,Vomiting,Cough,Chest pain,,,,,,,,,,,,,,,,,,,,,,,
Gerd,Stomach pain,Ulcers on tongue,Vomiting,Cough,Chest pain,,,,,,,,,,,,,,,,,,,,,,,
Gerd,Stomach pain,Acidity,Vomiting,Cough,Chest pain,,,,,,,,,,,,,,,,,,,,,,,
Gerd,Stomach pain,Acidity,Ulcers on tongue,Cough,Chest pain,,,,,,,,,,,,,,,,,,,,,,,
Chronic cholestasis,Itching,Vomiting,Yellowish skin,Nausea,Loss of appetite,Abdominal pain,Yellowing of eyes,,,,,,,,,,,,,,,,,,,,,
Chronic cholestasis,Vomiting,Yellowish skin,Nausea,Loss of appetite,Abdominal pain,Yellowing of eyes,,,,,,,,,,,,,,,,,,,,,,
Chronic cholestasis,Itching,Yellowish skin,Nausea,Loss of appetite,Abdominal pain,Yellowing of eyes,,,,,,,,,,,,,,,,,,,,,,
Chronic cholestasis,Itching,Vomiting,Nausea,Loss of appetite,Abdominal pain,Yellowing of eyes,,,,,,,,,,,,,,,,,,,,,,
Chronic cholestasis,Itching,Vomiting,Yellowish skin,Loss of appetite,Abdominal pain,Yellowing of eyes,,,,,,,,,,,,,,,,,,,,,,
Chronic cholestasis,Itching,Vomiting,Yellowish skin,Nausea,Abdominal pain,Yellowing of eyes,,,,,,,,,,,,,,,,,,,,,,
Chronic cholestasis,Itching,Vomiting,Yellowish skin,Nausea,Loss of appetite,Yellowing of eyes,,,,,,,,,,,,,,,,,,,,,,
Chronic cholestasis,Itching,Vomiting,Yellowish skin,Nausea,Loss of appetite,Abdominal pain,,,,,,,,,,,,,,,,,,,,,,
Chronic cholestasis,Itching,Vomiting,Yellowish skin,Nausea,Loss of appetite,Abdominal pain,Yellowing of eyes,,,,,,,,,,,,,,,,,,,,,
Chronic cholestasis,Itching,Vomiting,Yellowish skin,Nausea,Loss of appetite,Abdominal pain,Yellowing of eyes,,,,,,,,,,,,,,,,,,,,,
Drug reaction,Itching,Skin rash,Stomach pain,Burning micturition,Spotting urination,,,,,,,,,,,,,,,,,,,,,,,
Drug reaction,Itching,Stomach pain,Burning micturition,Spotting urination,,,,,,,,,,,,,,,,,,,,,,,,
Drug reaction,Itching,Skin rash,Burning micturition,Spotting urination,,,,,,,,,,,,,,,,,,,,,,,,
Drug reaction,Itching,Skin rash,Stomach pain,Spotting urination,,,,,,,,,,,,,,,,,,,,,,,,
Drug reaction,Itching,Skin rash,Stomach pain,Burning micturition,,,,,,,,,,,,,,,,,,,,,,,,
Drug reaction,Skin rash,Stomach pain,Burning micturition,Spotting urination,,,,,,,,,,,,,,,,,,,,,,,,
Drug reaction,Itching,Stomach pain,Burning micturition,Spotting urination,,,,,,,,,,,,,,,,,,,,,,,,
Drug reaction,Itching,Skin rash,Burning micturition,Spotting urination,,,,,,,,,,,,,,,,,,,,,,,,
Drug reaction,Itching,Skin rash,Stomach pain,Spotting urination,,,,,,,,,,,,,,,,,,,,,,,,
Drug reaction,Itching,Skin rash,Stomach pain,Burning micturition,,,,,,,,,,,,,,,,,,,,,,,,
Peptic ulcer diseae,Vomiting,Loss of appetite,Abdominal pain,Passage of gases,Internal itching,,,,,,,,,,,,,,,,,,,,,,,
Peptic ulcer diseae,Vomiting,Indigestion,Abdominal pain,Passage of gases,Internal itching,,,,,,,,,,,,,,,,,,,,,,,
Peptic ulcer diseae,Indigestion,Loss of appetite,Abdominal pain,Passage of gases,Internal itching,,,,,,,,,,,,,,,,,,,,,,,
Peptic ulcer diseae,Vomiting,Loss of appetite,Abdominal pain,Passage of gases,Internal itching,,,,,,,,,,,,,,,,,,,,,,,
Peptic ulcer diseae,Vomiting,Indigestion,Abdominal pain,Passage of gases,Internal itching,,,,,,,,,,,,,,,,,,,,,,,
Peptic ulcer diseae,Vomiting,Indigestion,Loss of appetite,Passage of gases,Internal itching,,,,,,,,,,,,,,,,,,,,,,,
Peptic ulcer diseae,Vomiting,Indigestion,Loss of appetite,Abdominal pain,Internal itching,,,,,,,,,,,,,,,,,,,,,,,
Peptic ulcer diseae,Vomiting,Indigestion,Loss of appetite,Abdominal pain,Passage of gases,,,,,,,,,,,,,,,,,,,,,,,
Peptic ulcer diseae,Vomiting,Indigestion,Loss of appetite,Abdominal pain,Passage of gases,Internal itching,,,,,,,,,,,,,,,,,,,,,,
Peptic ulcer diseae,Vomiting,Indigestion,Loss of appetite,Abdominal pain,Passage of gases,Internal itching,,,,,,,,,,,,,,,,,,,,,,
Aids,Muscle wasting,Patches in throat,High fever,Extra marital contacts,,,,,,,,,,,,,,,,,,,,,,,,
Aids,Patches in throat,High fever,Extra marital contacts,,,,,,,,,,,,,,,,,,,,,,,,,
Aids,Muscle wasting,High fever,Extra marital contacts,,,,,,,,,,,,,,,,,,,,,,,,,
Aids,Muscle wasting,Patches in throat,Extra marital contacts,,,,,,,,,,,,,,,,,,,,,,,,,
Aids,Muscle wasting,Patches in throat,High fever,,,,,,,,,,,,,,,,,,,,,,,,,
Aids,Muscle wasting,Patches in throat,High fever,Extra marital contacts,,,,,,,,,,,,,,,,,,,,,,,,
Aids,Muscle wasting,Patches in throat,High fever,Extra marital contacts,,,,,,,,,,,,,,,,,,,,,,,,
Aids,Patches in throat,High fever,Extra marital contacts,,,,,,,,,,,,,,,,,,,,,,,,,
Aids,Muscle wasting,High fever,Extra marital contacts,,,,,,,,,,,,,,,,,,,,,,,,,
Aids,Muscle wasting,Patches in throat,High fever,,,,,,,,,,,,,,,,,,,,,,,,,
Diabetes,Fatigue,Weight loss,Restlessness,Lethargy,Irregular sugar level,Blurred and distorted vision,Obesity,Excessive hunger,Increased appetite,Polyuria,,,,,,,,,,,,,,,,,,
Diabetes,Fatigue,Weight loss,Restlessness,Lethargy,Irregular sugar level,Blurred and distorted vision,Obesity,Excessive hunger,Increased appetite,Polyuria,,,,,,,,,,,,,,,,,,
Diabetes,Weight loss,Restlessness,Lethargy,Irregular sugar level,Blurred and distorted vision,Obesity,Excessive hunger,Increased appetite,Polyuria,,,,,,,,,,,,,,,,,,,
Diabetes,Fatigue,Restlessness,Lethargy,Irregular sugar level,Blurred and distorted vision,Obesity,Excessive hunger,Increased appetite,Polyuria,,,,,,,,,,,,,,,,,,,
Diabetes,Fatigue,Weight loss,Lethargy,Irregular sugar level,Blurred and distorted vision,Obesity,Excessive hunger,Increased appetite,Polyuria,,,,,,,,,,,,,,,,,,,
Diabetes,Fatigue,Weight loss,Restlessness,Irregular sugar level,Blurred and distorted vision,Obesity,Excessive hunger,Increased appetite,Polyuria,,,,,,,,,,,,,,,,,,,
Diabetes,Fatigue,Weight loss,Restlessness,Lethargy,Blurred and distorted vision,Obesity,Excessive hunger,Increased appetite,Polyuria,,,,,,,,,,,,,,,,,,,
Diabetes,Fatigue,Weight loss,Restlessness,Lethargy,Irregular sugar level,Obesity,Excessive hunger,Increased appetite,Polyuria,,,,,,,,,,,,,,,,,,,
Diabetes,Fatigue,Weight loss,Restlessness,Lethargy,Irregular sugar level,Blurred and distorted vision,Excessive hunger,Increased appetite,Polyuria,,,,,,,,,,,,,,,,,,,
Diabetes,Fatigue,Weight loss,Restlessness,Lethargy,Irregular sugar level,Blurred and distorted vision,Obesity,Increased appetite,Polyuria,,,,,,,,,,,,,,,,,,,
Gastroenteritis,Vomiting,Sunken eyes,Dehydration,Diarrhoea,,,,,,,,,,,,,,,,,,,,,,,,
Gastroenteritis,Vomiting,Sunken eyes,Dehydration,Diarrhoea,,,,,,,,,,,,,,,,,,,,,,,,
Gastroenteritis,Sunken eyes,Dehydration,Diarrhoea,,,,,,,,,,,,,,,,,,,,,,,,,
Gastroenteritis,Vomiting,Dehydration,Diarrhoea,,,,,,,,,,,,,,,,,,,,,,,,,
Gastroenteritis,Vomiting,Sunken eyes,Diarrhoea,,,,,,,,,,,,,,,,,,,,,,,,,
Gastroenteritis,Vomiting,Sunken eyes,Dehydration,,,,,,,,,,,,,,,,,,,,,,,,,
Gastroenteritis,Vomiting,Sunken eyes,Dehydration,Diarrhoea,,,,,,,,,,,,,,,,,,,,,,,,
Gastroenteritis,Sunken eyes,Dehydration,Diarrhoea,,,,,,,,,,,,,,,,,,,,,,,,,
Gastroenteritis,Vomiting,Dehydration,Diarrhoea,,,,,,,,,,,,,,,,,,,,,,,,,
Gastroenteritis,Vomiting,Sunken eyes,Diarrhoea,,,,,,,,,,,,,,,,,,,,,,,,,
Bronchial asthma,Fatigue,Cough,High fever,Breathlessness,Family history,Mucoid sputum,,,,,,,,,,,,,,,,,,,,,,
Bronchial asthma,Cough,High fever,Breathlessness,Family history,Mucoid sputum,,,,,,,,,,,,,,,,,,,,,,,
Bronchial asthma,Fatigue,High fever,Breathlessness,Family history,Mucoid sputum,,,,,,,,,,,,,,,,,,,,,,,
Bronchial asthma,Fatigue,Cough,Breathlessness,Family history,Mucoid sputum,,,,,,,,,,,,,,,,,,,,,,,
Bronchial asthma,Fatigue,Cough,High fever,Family history,Mucoid sputum,,,,,,,,,,,,,,,,,,,,,,,
Bronchial asthma,Fatigue,Cough,High fever,Breathlessness,Mucoid sputum,,,,,,,,,,,,,,,,,,,,,,,
Bronchial asthma,Fatigue,Cough,High fever,Breathlessness,Family history,,,,,,,,,,,,,,,,,,,,,,,
Bronchial asthma,Fatigue,Cough,High fever,Breathlessness,Family history,Mucoid sputum,,,,,,,,,,,,,,,,,,,,,,
Bronchial asthma,Cough,High fever,Breathlessness,Family history,Mucoid sputum,,,,,,,,,,,,,,,,,,,,,,,
Bronchial asthma,Fatigue,High fever,Breathlessness,Family history,Mucoid sputum,,,,,,,,,,,,,,,,,,,,,,,
Hypertension,Headache,Chest pain,Dizziness,Loss of balance,Lack of concentration,,,,,,,,,,,,,,,,,,,,,,,
Hypertension,Chest pain,Dizziness,Loss of balance,Lack of concentration,,,,,,,,,,,,,,,,,,,,,,,,
Hypertension,Headache,Dizziness,Loss of balance,Lack of concentration,,,,,,,,,,,,,,,,,,,,,,,,
Hypertension,Headache,Chest pain,Loss of balance,Lack of concentration,,,,,,,,,,,,,,,,,,,,,,,,
Hypertension,Headache,Chest pain,Dizziness,Lack of concentration,,,,,,,,,,,,,,,,,,,,,,,,
Hypertension,Headache,Chest pain,Dizziness,Loss of balance,,,,,,,,,,,,,,,,,,,,,,,,
Hypertension,Headache,Chest pain,Dizziness,Loss of balance,Lack of concentration,,,,,,,,,,,,,,,,,,,,,,,
Hypertension,Chest pain,Dizziness,Loss of balance,Lack of concentration,,,,,,,,,,,,,,,,,,,,,,,,
Hypertension,Headache,Dizziness,Loss of balance,Lack of concentration,,,,,,,,,,,,,,,,,,,,,,,,
Hypertension,Headache,Chest pain,Loss of balance,Lack of concentration,,,,,,,,,,,,,,,,,,,,,,,,
Migraine,Acidity,Indigestion,Headache,Blurred and distorted vision,Excessive hunger,Stiff neck,Depression,Irritability,Visual disturbances,,,,,,,,,,,,,,,,,,,
Migraine,Indigestion,Headache,Blurred and distorted vision,Excessive hunger,Stiff neck,Depression,Irritability,Visual disturbances,,,,,,,,,,,,,,,,,,,,
Migraine,Acidity,Headache,Blurred and distorted vision,Excessive hunger,Stiff neck,Depression,Irritability,Visual disturbances,,,,,,,,,,,,,,,,,,,,
Migraine,Acidity,Indigestion,Blurred and distorted vision,Excessive hunger,Stiff neck,Depression,Irritability,Visual disturbances,,,,,,,,,,,,,,,,,,,,
Migraine,Acidity,Indigestion,Headache,Excessive hunger,Stiff neck,Depression,Irritability,Visual disturbances,,,,,,,,,,,,,,,,,,,,
Migraine,Acidity,Indigestion,Headache,Blurred and distorted vision,Stiff neck,Depression,Irritability,Visual disturbances,,,,,,,,,,,,,,,,,,,,
Migraine,Acidity,Indigestion,Headache,Blurred and distorted vision,Excessive hunger,Depression,Irritability,Visual disturbances,,,,,,,,,,,,,,,,,,,,
Migraine,Acidity,Indigestion,Headache,Blurred and distorted vision,Excessive hunger,Stiff neck,Irritability,Visual disturbances,,,,,,,,,,,,,,,,,,,,
Migraine,Acidity,Indigestion,Headache,Blurred and distorted vision,Excessive hunger,Stiff neck,Depression,Visual disturbances,,,,,,,,,,,,,,,,,,,,
Migraine,Acidity,Indigestion,Headache,Blurred and distorted vision,Excessive hunger,Stiff neck,Depression,Irritability,,,,,,,,,,,,,,,,,,,,
Cervical spondylosis,Back pain,Weakness in limbs,Neck pain,Dizziness,Loss of balance,,,,,,,,,,,,,,,,,,,,,,,
Cervical spondylosis,Back pain,Weakness in limbs,Neck pain,Dizziness,Loss of balance,,,,,,,,,,,,,,,,,,,,,,,
Cervical spondylosis,Weakness in limbs,Neck pain,Dizziness,Loss of balance,,,,,,,,,,,,,,,,,,,,,,,,
Cervical spondylosis,Back pain,Neck pain,Dizziness,Loss of balance,,,,,,,,,,,,,,,,,,,,,,,,
Cervical spondylosis,Back pain,Weakness in limbs,Dizziness,Loss of balance,,,,,,,,,,,,,,,,,,,,,,,,
Cervical spondylosis,Back pain,Weakness in limbs,Neck pain,Loss of balance,,,,,,,,,,,,,,,,,,,,,,,,
Cervical spondylosis,Back pain,Weakness in limbs,Neck pain,Dizziness,,,,,,,,,,,,,,,,,,,,,,,,
Cervical spondylosis,Back pain,Weakness in limbs,Neck pain,Dizziness,Loss of balance,,,,,,,,,,,,,,,,,,,,,,,
Cervical spondylosis,Weakness in limbs,Neck pain,Dizziness,Loss of balance,,,,,,,,,,,,,,,,,,,,,,,,
Cervical spondylosis,Back pain,Neck pain,Dizziness,Loss of balance,,,,,,,,,,,,,,,,,,,,,,,,
Paralysis (brain hemorrhage),Vomiting,Headache,Weakness of one body side,Altered sensorium,,,,,,,,,,,,,,,,,,,,,,,,
Paralysis (brain hemorrhage),Vomiting,Headache,Weakness of one body side,Altered sensorium,,,,,,,,,,,,,,,,,,,,,,,,
Paralysis (brain hemorrhage),Headache,Weakness of one body side,Altered sensorium,,,,,,,,,,,,,,,,,,,,,,,,,
Paralysis (brain hemorrhage),Vomiting,Weakness of one body side,Altered sensorium,,,,,,,,,,,,,,,,,,,,,,,,,
Paralysis (brain hemorrhage),Vomiting,Headache,Altered sensorium,,,,,,,,,,,,,,,,,,,,,,,,,
Paralysis (brain hemorrhage),Vomiting,Headache,Weakness of one body side,,,,,,,,,,,,,,,,,,,,,,,,,
Paralysis (brain hemorrhage),Vomiting,Headache,Weakness of one body side,Altered sensorium,,,,,,,,,,,,,,,,,,,,,,,,
Paralysis (brain hemorrhage),Headache,Weakness of one body side,Altered sensorium,,,,,,,,,,,,,,,,,,,,,,,,,
Paralysis (brain hemorrhage),Vomiting,Weakness of one body side,Altered sensorium,,,,,,,,,,,,,,,,,,,,,,,,,
Paralysis (brain hemorrhage),Vomiting,Headache,Altered sensorium,,,,,,,,,,,,,,,,,,,,,,,,,
Jaundice,Itching,Vomiting,Fatigue,Weight loss,High fever,Yellowish skin,Dark urine,Abdominal pain,,,,,,,,,,,,,,,,,,,,
Jaundice,Itching,Vomiting,Fatigue,Weight loss,High fever,Yellowish skin,Dark urine,Abdominal pain,,,,,,,,,,,,,,,,,,,,
Jaundice,Vomiting,Fatigue,Weight loss,High fever,Yellowish skin,Dark urine,Abdominal pain,,,,,,,,,,,,,,,,,,,,,
Jaundice,Itching,Fatigue,Weight loss,High fever,Yellowish skin,Dark urine,Abdominal pain,,,,,,,,,,,,,,,,,,,,,
Jaundice,Itching,Vomiting,Weight loss,High fever,Yellowish skin,Dark urine,Abdominal pain,,,,,,,,,,,,,,,,,,,,,
Jaundice,Itching,Vomiting,Fatigue,High fever,Yellowish skin,Dark urine,Abdominal pain,,,,,,,,,,,,,,,,,,,,,
Jaundice,Itching,Vomiting,Fatigue,Weight loss,Yellowish skin,Dark urine,Abdominal pain,,,,,,,,,,,,,,,,,,,,,
Jaundice,Itching,Vomiting,Fatigue,Weight loss,High fever,Dark urine,Abdominal pain,,,,,,,,,,,,,,,,,,,,,
Jaundice,Itching,Vomiting,Fatigue,Weight loss,High fever,Yellowish skin,Abdominal pain,,,,,,,,,,,,,,,,,,,,,
Jaundice,Itching,Vomiting,Fatigue,Weight loss,High fever,Yellowish skin,Dark urine,,,,,,,,,,,,,,,,,,,,,
Malaria,Chills,Vomiting,High fever,Sweating,Headache,Nausea,Muscle pain,,,,,,,,,,,,,,,,,,,,,
Malaria,Chills,Vomiting,High fever,Sweating,Headache,Nausea,Diarrhoea,Muscle pain,,,,,,,,,,,,,,,,,,,,
Malaria,Chills,Vomiting,High fever,Sweating,Headache,Nausea,Diarrhoea,Muscle pain,,,,,,,,,,,,,,,,,,,,
Malaria,Vomiting,High fever,Sweating,Headache,Nausea,Diarrhoea,Muscle pain,,,,,,,,,,,,,,,,,,,,,
Malaria,Chills,High fever,Sweating,Headache,Nausea,Diarrhoea,Muscle pain,,,,,,,,,,,,,,,,,,,,,
Malaria,Chills,Vomiting,Sweating,Headache,Nausea,Diarrhoea,Muscle pain,,,,,,,,,,,,,,,,,,,,,
Malaria,Chills,Vomiting,High fever,Headache,Nausea,Diarrhoea,Muscle pain,,,,,,,,,,,,,,,,,,,,,
Malaria,Chills,Vomiting,High fever,Sweating,Nausea,Diarrhoea,Muscle pain,,,,,,,,,,,,,,,,,,,,,
Malaria,Chills,Vomiting,High fever,Sweating,Headache,Diarrhoea,Muscle pain,,,,,,,,,,,,,,,,,,,,,
Malaria,Chills,Vomiting,High fever,Sweating,Headache,Nausea,Muscle pain,,,,,,,,,,,,,,,,,,,,,
Chicken pox,Itching,Skin rash,Fatigue,Lethargy,High fever,Headache,Loss of appetite,Mild fever,Swelled lymph nodes,Malaise,Red spots over body,,,,,,,,,,,,,,,,,
Chicken pox,Skin rash,Fatigue,Lethargy,High fever,Headache,Loss of appetite,Mild fever,Swelled lymph nodes,Malaise,Red spots over body,,,,,,,,,,,,,,,,,,
